id_procedura,publicat_in_TED,autoritate_contractanta,castigatori,valoare_ron,baza_valorii,valoare_atribuita_ron,sursa_valoare_atribuita,valoare_max_acord_ron,sursa_valoare_max,valoare_max_estimata_acord_ron,acord_cadru,titlu,cpv,data_atribuirii,durata_luni,data_expirarii,sursa_durata,expira_in_12_luni,avertisment,note,link
CN1026085,NU,"Institutul de Urgenta pentru Boli Cardiovasculare ""Prof. Dr. C.C. Iliescu""",TUNIC PROD S.R.L. / PASTEL DIAGNOSTIC SOLUTIONS / BIOMEDICA MEDIZINPRODUKTE ROMANIA SRL / DIAMEDIX IMPEX,552270,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),552270,SICAP/OpenTender (valori pe atribuire),552270,SICAP/OpenTender (valoare procedura),,,Achizitie Echipamente Laborator:,33124110,2020-11-09,24,2022-11-09,"ESTIMAT (24 luni, durata nepublicata)",,,suma loturi,SICAP anunt nr. CN1026085
346330-2021,DA,Spitalul Universitar de Urgență „Elias”,ALPHA NED 2000 EXIM / DUCOS TRADING SRL / ESTIMA MEDICAL GROUP S.R.L. / EVOREVO / FRESENIUS KABI ROMANIA / RONDA MEDICAL S.R.L. / S.C. DRAGER MEDICAL ROMANIA S.R.L. S.R.L. / S.C. ELMED MEDICALS.R.L. / TMS - TOP MEDICAL SUPPLIER,9554931,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),1395632,TED F03 (suma VAL_TOTAL pe contracte),9554931,TED F02 (valoare estimata totala),,DA,Materiale și consumabile sanitare,33140000,2020-11-10,24,2022-11-10,TED F02 (durata publicata),,,"data = prima incheiere de contract publicata in TED; cea mai mare valoare totala publicata dintre 3 anunturi de atribuire (din anuntul 60907-2022; valorile pe anunturi pot fi partiale sau cumulative); aceeasi procedura publicata si sub: 541391-2021, 60907-2022",https://ted.europa.eu/en/notice/-/detail/346330-2021
364620-2021,DA,Spitalul Clinic Municipal Cluj-Napoca,B.BRAUN MEDICAL / BARCMED / BIOMEDICA MEDIZINPRODUKTE ROMANIA SRL / BIOSAN / CARDIOTECH / CLINI-LAB / CO&CO Consumer 2002 S.R.L. / CRIO - 2 S.R.L. / DIALAB SOLUTIONS / GRAZY PRICE MEDICAL IMPORT EXPORT S.R.L. / HDL Union / HEXAMEDICAL HEALTH / KAPAMED INTERNATIONAL / MEDICLIM S.R.L. / MEDIPLUS EXIM / MEDITECH CMA / NOVOMED INTERNATIONAL SRL / Novaintermed S.R.L. / PAUL HARTMANN / PRIMEX MEDICAL / Pansiprod Distributie / ROCHE ROMANIA / SERVMED / SUPERMEDICAL / THREE PHARM / TIMBERSTAR / TZMO ROMANIA,8435453,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),3951348,TED F03 (suma VAL_TOTAL pe contracte),8435453,TED F02 (valoare estimata totala),,DA,Acord-cadru furnizare materiale sanitare I,33140000,2020-11-10,36,2023-11-10,TED eForms (durata publicata),,,"data = prima incheiere de contract publicata in TED; cea mai mare valoare totala publicata dintre 10 anunturi de atribuire (din anuntul 506531-2023; valorile pe anunturi pot fi partiale sau cumulative); aceeasi procedura publicata si sub: 433847-2021, 6790-2022, 160399-2022, 384128-2022, 526460-2022, 643295-2022, 131195-2023, 425437-2023, 506531-2023, 67887-2024",https://ted.europa.eu/en/notice/-/detail/364620-2021
CAN1044505,NU,"SPITALUL CLINIC MUNICIPAL ""DR.GAVRIL CURTEANU""",PH MEDIA SRL,546,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),546,SICAP/OpenTender (valori pe atribuire),546,SICAP/OpenTender (valoare procedura),,,Contract mat.sanitare,33140000,2020-11-10,24,2022-11-10,"ESTIMAT (24 luni, durata nepublicata)",,,,SICAP anunt nr. CAN1044505
CAN1044506,NU,"SPITALUL CLINIC MUNICIPAL ""DR.GAVRIL CURTEANU""",MEDIMPACT,170,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),170,SICAP/OpenTender (valori pe atribuire),170,SICAP/OpenTender (valoare procedura),,,Contract mat.sanitare,33140000,2020-11-10,24,2022-11-10,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2021-01-08 (CAN1048751), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1044506
CAN1044507,NU,Spitalul Clinic Municipal de Urgenta Timisoara,HEALTHTIM SRL,46620,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),46620,SICAP/OpenTender (valori pe atribuire),46620,SICAP/OpenTender (valoare procedura),,,"CONTRACT SUBSECVENT LA AC. CADRU NR. 494,495,496,497,498,499,500,501,502/11.08.2020",33141420,2020-11-10,24,2022-11-10,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2020-11-17 (CAN1044955), inainte de expirarea calculata => probabil inlocuit",titlul indica un contract subsecvent (SICAP); acordul-cadru de baza nu a putut fi identificat in set,SICAP anunt nr. CAN1044507
CAN1044508,NU,"SPITALUL CLINIC MUNICIPAL ""DR.GAVRIL CURTEANU""",Pansiprod Distributie,5100,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),5100,SICAP/OpenTender (valori pe atribuire),,,,,Contract mat.sanitare,33140000,2020-11-10,24,2022-11-10,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2020-12-11 (CAN1046476), inainte de expirarea calculata => probabil inlocuit",valoarea procedurii din SICAP/OpenTender (509.950 RON) ignorata: de peste 20 de ori valoarea atribuita (probabil eroare de unitate),SICAP anunt nr. CAN1044508
CAN1044511,NU,"SPITALUL CLINIC MUNICIPAL ""DR.GAVRIL CURTEANU""",LUAN VISION,9600,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),9600,SICAP/OpenTender (valori pe atribuire),9600,SICAP/OpenTender (valoare procedura),,,Contract mat.sanitare,33140000,2020-11-10,24,2022-11-10,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2020-12-11 (CAN1046473), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1044511
CAN1044519,NU,SPITALUL CLINIC MUNICIPAL CLUJ-NAPOCA,KARIMED PARTENER S.R.L.,64000,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),64000,SICAP/OpenTender (valori pe atribuire),64000,SICAP/OpenTender (valoare procedura),,,Acord – cadru de furnizare gel dezinfectant de maini LOT-1,33741300,2020-11-10,24,2022-11-10,"ESTIMAT (24 luni, durata nepublicata)",,,,SICAP anunt nr. CAN1044519
CAN1044521,NU,SPITALUL CLINIC MUNICIPAL CLUJ-NAPOCA,KARIMED PARTENER S.R.L.,25600,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),25600,SICAP/OpenTender (valori pe atribuire),25600,SICAP/OpenTender (valoare procedura),,,Acord – cadru de furnizare gel dezinfectant de maini LOT-2,33741300,2020-11-10,24,2022-11-10,"ESTIMAT (24 luni, durata nepublicata)",,,,SICAP anunt nr. CAN1044521
CAN1044535,NU,SPITAL DE PNEUMOFTIZIOLOGIE Dr. Nicolae Rusdea Baia Mare,SC BRODCONF SRL,58440,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),58440,SICAP/OpenTender (valori pe atribuire),58440,SICAP/OpenTender (valoare procedura),,,"Masca protectie FFP2, FFP3M Aura 9322+",33199000,2020-11-10,24,2022-11-10,"ESTIMAT (24 luni, durata nepublicata)",,,,SICAP anunt nr. CAN1044535
CAN1044549,NU,SPITAL DE PNEUMOFTIZIOLOGIE Dr. Nicolae Rusdea Baia Mare,LIAMED,74957,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),74957,SICAP/OpenTender (valori pe atribuire),,,,,Furnizare de instrumentar chirurgical,33169000,2020-11-10,24,2022-11-10,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2020-11-12 (49540-2021), inainte de expirarea calculata => probabil inlocuit",valoarea procedurii din SICAP/OpenTender (7.495.698 RON) ignorata: de peste 20 de ori valoarea atribuita (probabil eroare de unitate),SICAP anunt nr. CAN1044549
CAN1044550,NU,"SPITALUL CLINIC MUNICIPAL ""DR.GAVRIL CURTEANU""",ENGLOBER S.R.L.,3450,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),3450,SICAP/OpenTender (valori pe atribuire),3450,SICAP/OpenTender (valoare procedura),,,Contract mat.sanitare,33140000,2020-11-10,24,2022-11-10,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2020-12-11 (CAN1046439), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1044550
CAN1044552,NU,"SPITALUL CLINIC MUNICIPAL ""DR.GAVRIL CURTEANU""",PARTNERS MEDICAL SOLUTION S.R.L.,1495,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),1495,SICAP/OpenTender (valori pe atribuire),1495,SICAP/OpenTender (valoare procedura),,,Contract mat.laborator,33140000,2020-11-10,24,2022-11-10,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2020-12-29 (CAN1047865), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1044552
CAN1044555,NU,SPITAL DE PNEUMOFTIZIOLOGIE Dr. Nicolae Rusdea Baia Mare,MERCATOR MEDICAL,22830,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),22830,SICAP/OpenTender (valori pe atribuire),22830,SICAP/OpenTender (valoare procedura),,,Furnizare echipamente de protectie ( manusi examinare nitril latex lungi),33199000,2020-11-10,24,2022-11-10,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2020-11-12 (CAN1044696), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1044555
CAN1044556,NU,SPITAL DE PNEUMOFTIZIOLOGIE Dr. Nicolae Rusdea Baia Mare,EPRUBETA FARM S.R.L.,4500,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),4500,SICAP/OpenTender (valori pe atribuire),4500,SICAP/OpenTender (valoare procedura),,,Manusi prodectie,33199000,2020-11-10,24,2022-11-10,"ESTIMAT (24 luni, durata nepublicata)",,,,SICAP anunt nr. CAN1044556
CAN1044558,NU,SPITAL DE PNEUMOFTIZIOLOGIE Dr. Nicolae Rusdea Baia Mare,MERCATOR MEDICAL,18360,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),18360,SICAP/OpenTender (valori pe atribuire),18360,SICAP/OpenTender (valoare procedura),,,Manusi protectie nitril,33199000,2020-11-10,24,2022-11-10,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2020-11-12 (CAN1044696), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1044558
CAN1044570,NU,Spitalul Clinic Colentina,BIO TECHNIC ROMANIA S.R.L.,90000,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),90000,SICAP/OpenTender (valori pe atribuire),,,,,Materiale sanitare - Oetopedie - Program National Ortopedie,33140000,2020-11-10,24,2022-11-10,"ESTIMAT (24 luni, durata nepublicata)",,,valoarea procedurii din SICAP/OpenTender (8.999.999 RON) ignorata: de peste 20 de ori valoarea atribuita (probabil eroare de unitate),SICAP anunt nr. CAN1044570
SCN1072308,NU,Spitalul Judetean de Urgenta Slobozia,EDITRONIC INTERNATIONAL,419500,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),419500,SICAP/OpenTender (valori pe atribuire),419500,SICAP/OpenTender (valoare procedura),,,"Furnizare Aparat Roentgen diagnostic direct digital cu brat U pentru examinari radiografice (cu 1 detector digital fix), inclusiv instalarea",33111000,2020-11-10,24,2022-11-10,"ESTIMAT (24 luni, durata nepublicata)",,,,SICAP anunt nr. SCN1072308
SCN1078554,NU,Ministerul Apararii - U.M 02175 Constanta,SANIMED INTERNATIONAL IMPEX S.R.L. / A.M.S. 2000 TRADING IMPEX S.R.L. / Tody Laboratories Int / INTERNATIONAL LABORATORY S.R.L. / CLINI-LAB S.R.L.,27583,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),27583,SICAP/OpenTender (valori pe atribuire),,,,,Reactivi 11 loturi,33141625,2020-11-10,24,2022-11-10,"ESTIMAT (24 luni, durata nepublicata)",,,valoarea procedurii din SICAP/OpenTender (2.758.310 RON) ignorata: de peste 20 de ori valoarea atribuita (probabil eroare de unitate); unitate militara cu profil de spital; suma loturi,SICAP anunt nr. SCN1078554
284511-2021,DA,Institutul de Boli Infecțioase „Prof. Dr. Matei Balș”,ALPHA MEDICAL S.R.L. / ALPHA NED 2000 EXIM / AXIOMED SOLUTIONS SRL / B.BRAUN MEDICAL / CRIO - 2 S.R.L. / DIAMEDIX IMPEX / FRESENIUS KABI ROMANIA / GISCO MED / GRAZY PRICE MEDICAL IMPORT EXPORT S.R.L. / INFOMED S.R.L. / INPOINT MEDICARE / Jensen Pharma SRL / LUAN VISION / MEGACONS-BRILLAGO / NOVITRADE / Nova Fit 2000 S.R.L. / PRIME HEALTHCARE S.R.L. / PRODCONFARM S.R.L. / Pansiprod Distributie / REBEMEDICAL SRL / S.C.MEDICAL GRUP S.R.L. / SANROTEX TRADING SRL / SIGNAMED / STERIL ROMANIA / Sof Medica / TUNIC PROD S.R.L. / Tody Laboratories Int / VALDOMEDICA TRADING,26951498,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),2996359,TED F03 (suma VAL_TOTAL pe contracte),26951498,TED F02 (valoare estimata totala),,DA,Materiale sanitare 2,33140000,2020-11-11,36,2023-11-11,TED F02 (durata publicata),,contract publicat dupa data expirarii calculate (2023-11-20); durata este probabil subestimata,"data = prima incheiere de contract publicata in TED; cea mai mare valoare totala publicata dintre 56 anunturi de atribuire (din anuntul 717786-2023; valorile pe anunturi pot fi partiale sau cumulative); aceeasi procedura publicata si sub: 332116-2021, 393647-2021, 400142-2021, 420134-2021, 443359-2021, 453715-2021, 463488-2021, 502364-2021, 516264-2021, 544190-2021, 551631-2021, 558800-2021, 577863-2021, 594794-2021, 624081-2021, 631100-2021, 644998-2021, 660830-2021, 673870-2021, 40525-2022, 47460-2022, 71252-2022, 95397-2022, 146535-2022, 155959-2022, 215122-2022, 232626-2022, 273929-2022, 343835-2022, 368689-2022, 398587-2022, 449975-2022, 464439-2022, 468801-2022, 500844-2022, 523575-2022, 627418-2022, 653606-2022, 664901-2022, 7226-2023, 25074-2023, 85899-2023, 132064-2023, 176551-2023, 239911-2023, 268597-2023, 306387-2023, 324976-2023, 476488-2023, 525196-2023, 549295-2023, 581672-2023, 625683-2023, 683902-2023, 717786-2023",https://ted.europa.eu/en/notice/-/detail/284511-2021
513557-2021,DA,Spitalul Clinic Judetean de Urgenta Targu.Mures,THREE PHARM / SANROTEX TRADING SRL / FARMEXIM S.A. / FILDAS TRADING S.R.L. / S.C. NERAMO DISTRIBUTION S.R.L. / PAUL HARTMANN / Nova Fit 2000 S.R.L. / CRIO - 2 S.R.L. / ALPHA MEDICAL S.R.L.,3176100,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),3176100,TED F03 (II.1.7 valoarea totala a achizitiei),3176100,TED F02 (valoare estimata totala),,DA,Acord-cadru de furnizare consumabile aspiratoare chirurgicale,33140000,2020-11-11,36,2023-11-11,TED F02 (durata publicata),,,"data = prima incheiere de contract publicata in TED; aceeasi procedura publicata si sub: 443581-2020, CN1024739, CN1059472",https://ted.europa.eu/en/notice/-/detail/513557-2021
561532-2020,DA,SPITALUL CLINIC JUDETEAN DE URGENTA SIBIU,DUTCHMED S.R.L.,868000,valoare atribuita (TED F03 (II.1.7 valoarea totala a achizitiei)),868000,TED F03 (II.1.7 valoarea totala a achizitiei),1434454,TED F03 (valoare estimata totala),,,Furnizare aparat de ventilație ATI – 8 buc.,33100000,2020-11-11,24,2022-11-11,"ESTIMAT (24 luni, durata nepublicata)",,,data = prima incheiere de contract publicata in TED,https://ted.europa.eu/en/notice/-/detail/561532-2020
570241-2020,DA,"Spital Clinic Judetean de Urgenta ""Pius Brinzeu"" Timisoara",Santomed S.R.L.,1037934,valoare atribuita (TED F03 (II.1.7 valoarea totala a achizitiei)),1037934,TED F03 (II.1.7 valoarea totala a achizitiei),7978149,TED F03 (valoare estimata totala),,,Materiale sanitare,33140000,2020-11-11,24,2022-11-11,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2020-11-13 (CAN1044820), inainte de expirarea calculata => probabil inlocuit",data = prima incheiere de contract publicata in TED,https://ted.europa.eu/en/notice/-/detail/570241-2020
570244-2020,DA,"Spital Clinic Judetean de Urgenta ""Pius Brinzeu"" Timisoara",Natural Es-medical S.R.L.,1669233,valoare atribuita (TED F03 (II.1.7 valoarea totala a achizitiei)),1669233,TED F03 (II.1.7 valoarea totala a achizitiei),7978149,TED F03 (valoare estimata totala),,,Materiale sanitare,33140000,2020-11-11,24,2022-11-11,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2020-11-13 (552994-2020), inainte de expirarea calculata => probabil inlocuit",data = prima incheiere de contract publicata in TED,https://ted.europa.eu/en/notice/-/detail/570244-2020
570251-2020,DA,"Spital Clinic Judetean de Urgenta ""Pius Brinzeu"" Timisoara",Otherway Business Group S.R.L.,1656000,valoare atribuita (TED F03 (II.1.7 valoarea totala a achizitiei)),1656000,TED F03 (II.1.7 valoarea totala a achizitiei),7978149,TED F03 (valoare estimata totala),,,Materiale sanitare,33140000,2020-11-11,24,2022-11-11,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2020-11-13 (CAN1044818), inainte de expirarea calculata => probabil inlocuit",data = prima incheiere de contract publicata in TED,https://ted.europa.eu/en/notice/-/detail/570251-2020
CAN1044581,NU,SPITAL DE PNEUMOFTIZIOLOGIE Dr. Nicolae Rusdea Baia Mare,ALPHA NED 2000 EXIM,30600,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),30600,SICAP/OpenTender (valori pe atribuire),30600,SICAP/OpenTender (valoare procedura),,,"Echipamente protectie (botosi, masca trei pliuri)",33199000,2020-11-11,24,2022-11-11,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2021-12-30 (CAN1069836), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1044581
CAN1044585,NU,SPITAL DE PNEUMOFTIZIOLOGIE Dr. Nicolae Rusdea Baia Mare,4 BRANDS SRL,88000,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),88000,SICAP/OpenTender (valori pe atribuire),88000,SICAP/OpenTender (valoare procedura),,,"Furnizare echipamente de protectie ( halate uf impermeabil, bonete chirurgicale, halate uf 40 gr. )",33199000,2020-11-11,24,2022-11-11,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2020-11-12 (CAN1044700), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1044585
CAN1044588,NU,SPITAL DE PNEUMOFTIZIOLOGIE Dr. Nicolae Rusdea Baia Mare,4 BRANDS SRL,82500,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),82500,SICAP/OpenTender (valori pe atribuire),82500,SICAP/OpenTender (valoare procedura),,,"Echipamente de protectie ( masca FFP2, saci cadavru )",33199000,2020-11-11,24,2022-11-11,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2020-11-12 (CAN1044700), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1044588
CAN1044593,NU,ADMINISTRATIA SPITALELOR SI SERVICIILOR MEDICALE BUCURESTI,S.C. SANTE INTERNATIONAL S.A.,122500,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),122500,SICAP/OpenTender (valori pe atribuire),122500,SICAP/OpenTender (valoare procedura),,,Sistem real-time PCR si consumabile necesare pentru Spitalul Clinic Coltea,33100000,2020-11-11,24,2022-11-11,"ESTIMAT (24 luni, durata nepublicata)",,,,SICAP anunt nr. CAN1044593
CAN1044604,NU,ADMINISTRATIA SPITALELOR SI SERVICIILOR MEDICALE BUCURESTI,Proton Impex 2000 S.R.L.,474221,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),474221,SICAP/OpenTender (valori pe atribuire),474221,SICAP/OpenTender (valoare procedura),,,"Instrument de PCR si Extrator automat de acizi nucleici si pregatire PCR pentru teste clinice de biologie moleculara, pentru Spitalul Clinic",33100000,2020-11-11,24,2022-11-11,"ESTIMAT (24 luni, durata nepublicata)",,,,SICAP anunt nr. CAN1044604
CAN1044607,NU,Institutul Oncologic Prof. Dr. I. Chiricuta Cluj-Napoca,ESMED GROUP,156800,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),156800,SICAP/OpenTender (valori pe atribuire),156800,SICAP/OpenTender (valoare procedura),,,48 Hartie EKG Mindray R12 Buc 14.00,33140000,2020-11-11,24,2022-11-11,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2021-02-04 (CAN1050372), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1044607
CAN1044612,NU,"SPITALUL CLINIC MUNICIPAL ""DR.GAVRIL CURTEANU""",VALDOMEDICA TRADING,3465,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),3465,SICAP/OpenTender (valori pe atribuire),3465,SICAP/OpenTender (valoare procedura),,,Contract mat.sanitare,33140000,2020-11-11,24,2022-11-11,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2020-12-11 (CAN1046477), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1044612
CAN1044614,NU,"SPITALUL CLINIC MUNICIPAL ""DR.GAVRIL CURTEANU""",NOVITRADE S.R.L.,5280,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),5280,SICAP/OpenTender (valori pe atribuire),5280,SICAP/OpenTender (valoare procedura),,,Contract mat.sanitare,33140000,2020-11-11,24,2022-11-11,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2020-12-11 (CAN1046470), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1044614
CAN1044617,NU,"SPITALUL CLINIC MUNICIPAL ""DR.GAVRIL CURTEANU""",CO&CO Consumer 2002 S.R.L.,4167,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),4167,SICAP/OpenTender (valori pe atribuire),4167,SICAP/OpenTender (valoare procedura),,,Contract mat.sanitare,33140000,2020-11-11,24,2022-11-11,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2020-12-11 (CAN1046446), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1044617
CAN1044618,NU,Institutul Oncologic Prof. Dr. I. Chiricuta Cluj-Napoca,INFOMED FLUIDS S.R.L.,17000,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),17000,SICAP/OpenTender (valori pe atribuire),17000,SICAP/OpenTender (valoare procedura),,,Furnizare consumabile medicale,33140000,2020-11-11,24,2022-11-11,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2021-03-18 (CAN1052550), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1044618
CAN1044620,NU,"SPITALUL CLINIC MUNICIPAL ""DR.GAVRIL CURTEANU""",EUROMEDICAL IMPORT EXPORT,578,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),578,SICAP/OpenTender (valori pe atribuire),578,SICAP/OpenTender (valoare procedura),,,Contract mat.sanitare,33140000,2020-11-11,24,2022-11-11,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2020-12-11 (CAN1046478), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1044620
CAN1044621,NU,Institutul Oncologic Prof. Dr. I. Chiricuta Cluj-Napoca,MERCATOR MEDICAL,33000,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),33000,SICAP/OpenTender (valori pe atribuire),33000,SICAP/OpenTender (valoare procedura),,,Furnizare consumabile medicale,33140000,2020-11-11,24,2022-11-11,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2021-02-04 (CAN1050374), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1044621
CAN1044623,NU,Institutul Oncologic Prof. Dr. I. Chiricuta Cluj-Napoca,TZMO ROMANIA,7140,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),7140,SICAP/OpenTender (valori pe atribuire),7140,SICAP/OpenTender (valoare procedura),,,Furnizare consumabile medicale,33140000,2020-11-11,24,2022-11-11,"ESTIMAT (24 luni, durata nepublicata)",,,,SICAP anunt nr. CAN1044623
CAN1044624,NU,"SPITALUL CLINIC MUNICIPAL ""DR.GAVRIL CURTEANU""",BIZMED SRL,3740,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),3740,SICAP/OpenTender (valori pe atribuire),3740,SICAP/OpenTender (valoare procedura),,,Contract mat.sanitare,33140000,2020-11-11,24,2022-11-11,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2021-01-08 (CAN1048741), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1044624
CAN1044625,NU,"SPITALUL CLINIC MUNICIPAL ""DR.GAVRIL CURTEANU""",ABISEEA SRL,5400,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),5400,SICAP/OpenTender (valori pe atribuire),5400,SICAP/OpenTender (valoare procedura),,,Contract mat.sanitare,33140000,2020-11-11,24,2022-11-11,"ESTIMAT (24 luni, durata nepublicata)",,,,SICAP anunt nr. CAN1044625
CAN1044626,NU,"SPITALUL CLINIC MUNICIPAL ""DR.GAVRIL CURTEANU""",TZMO ROMANIA,2978,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),2978,SICAP/OpenTender (valori pe atribuire),2978,SICAP/OpenTender (valoare procedura),,,Contract mat.sanitare,33140000,2020-11-11,24,2022-11-11,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2021-01-28 (CAN1050059), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1044626
CAN1044627,NU,"SPITALUL CLINIC MUNICIPAL ""DR.GAVRIL CURTEANU""",ALPHA BRIO MEDICAL S.R.L.,3100,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),3100,SICAP/OpenTender (valori pe atribuire),3100,SICAP/OpenTender (valoare procedura),,,Contract mat.sanitare,33140000,2020-11-11,24,2022-11-11,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2020-12-11 (CAN1046459), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1044627
