id_procedura,publicat_in_TED,autoritate_contractanta,castigatori,valoare_ron,baza_valorii,valoare_atribuita_ron,sursa_valoare_atribuita,valoare_max_acord_ron,sursa_valoare_max,valoare_max_estimata_acord_ron,acord_cadru,titlu,cpv,data_atribuirii,durata_luni,data_expirarii,sursa_durata,expira_in_12_luni,avertisment,note,link
CN1025455,NU,"SPITAL CLINIC DE BOLI INFECTIOASE ""SF. PARASCHEVA"", IASI",STERICYCLE ROMANIA S.R.L.,330857,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),330857,SICAP/OpenTender (valori pe atribuire),,,,DA,"Acord cadru de prestari servicii de colectare, transport, tratare si eliminare deseuri medicale periculoase in cadrul Spitalului Clinic de B",90524400,2020-10-21,23.7,2022-10-12,"SICAP/OpenTender (durata publicata, zile)",,,valoarea procedurii din SICAP/OpenTender (33.085.744 RON) ignorata: de peste 20 de ori valoarea atribuita (probabil eroare de unitate); inregistrarea SICAP contine un rand total si randuri pe loturi; totalul o singura data,SICAP anunt nr. CN1025455
CAN1043434,NU,SPITAL MUNICIPAL RAMNICU SARAT,DERATY MAX,56000,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),56000,SICAP/OpenTender (valori pe atribuire),56000,SICAP/OpenTender (valoare procedura),,,"SERVICII DE COLECTARE , TRANSPORT SI ELIMINARE DESEURI MEDICALE",90524400,2020-10-22,24,2022-10-22,"ESTIMAT (24 luni, durata nepublicata)",,,,SICAP anunt nr. CAN1043434
SCN1072130,NU,SPITAL MUNICIPAL RAMNICU SARAT,Eco Burn S.R.L.,655305,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),655305,SICAP/OpenTender (valori pe atribuire),655305,SICAP/OpenTender (valoare procedura),,,"Servicii de colectare,transport si eliminare finala a deseurilor medicale",90524400,2020-11-07,23.7,2022-10-29,"SICAP/OpenTender (durata publicata, zile)",,,inregistrarea SICAP contine un rand total si randuri pe loturi; totalul o singura data,SICAP anunt nr. SCN1072130
CAN1044438,NU,"Ministerul Apararii - Spitalul Militar de Urgenta ""Dr. Constantin Papilian""Cluj-Napoca (U.M 02454)",STERICYCLE ROMANIA S.R.L.,27250,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),27250,SICAP/OpenTender (valori pe atribuire),27250,SICAP/OpenTender (valoare procedura),,,"Contract de servicii de colectare, transport şi eliminare deşeuri periculoase (rezultate din activitatea medicală și din alte activităţi)",90524400,2020-11-09,24,2022-11-09,"ESTIMAT (24 luni, durata nepublicata)",,,unitate militara cu profil de spital,SICAP anunt nr. CAN1044438
CAN1044448,NU,"Ministerul Apararii - Spitalul Militar de Urgenta ""Dr. Constantin Papilian""Cluj-Napoca (U.M 02454)",AKSD ROMANIA SRL,28980,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),28980,SICAP/OpenTender (valori pe atribuire),28980,SICAP/OpenTender (valoare procedura),,,"Contract de servicii de colectare, transport şi eliminare deşeuri periculoase (rezultate din activitatea medicală și din alte activităţi)",90524400,2020-11-09,24,2022-11-09,"ESTIMAT (24 luni, durata nepublicata)",,,unitate militara cu profil de spital,SICAP anunt nr. CAN1044448
CN1026013,NU,"Institutul de Urgenta pentru Boli Cardiovasculare ""Prof. Dr. C.C. Iliescu""",STERICYCLE ROMANIA S.R.L.,,valoare nepublicata,,,,,,,"Servicii de colectare ,eliminare si transport a deseurilor spitalicesti si servicii de colectare, transport si eliminare a deseurilor lichid",90524400,2020-11-09,47.3,2024-10-19,"SICAP/OpenTender (durata publicata, zile)",,,,SICAP anunt nr. CN1026013
602246-2020,DA,Spitalul Județean de Urgență Piatra Neamț,Demeco S.R.L.,2226000,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),,,2226000,TED F02 (valoare estimata totala),,DA,"Acord-cadru servicii de colectare, transport și eliminare finală a deșeurilor spitalicești",90524400,2020-12-08,24,2022-12-08,TED F02 (durata publicata),,,"data = prima incheiere de contract publicata in TED; aceeasi procedura publicata si sub: 471940-2020, CN1025052",https://ted.europa.eu/en/notice/-/detail/602246-2020
614158-2020,DA,Spitalul Clinic Județean de Urgență Târgu Mureș,Pro Green T.A.T,3816000,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),,,3816000,TED F02 (valoare estimata totala),,DA,"Acord-cadru de furnizare „Servicii de colectare, de transport şi de eliminare a deşeurilor spitaliceşti”",90524400,2020-12-08,24,2022-12-08,TED F02 (durata publicata),,,"data = prima incheiere de contract publicata in TED; aceeasi procedura publicata si sub: 493739-2020, CN1025381",https://ted.europa.eu/en/notice/-/detail/614158-2020
CAN1046539,NU,"SPITAL CLINIC DE BOLI INFECTIOASE ""SF. PARASCHEVA"", IASI",S.C. DEMECO S.R.L. S.R.L.,77964,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),77964,SICAP/OpenTender (valori pe atribuire),,,,,Achiziția de SERVICII DE GESTIUNE A DESEURILOR operationalizarea urgenta a SECTIEI EXTERIOARE A SPITALULUI CLINIC DE BOLI INFECTIOASE „SF. P,90524400,2020-12-11,24,2022-12-11,"ESTIMAT (24 luni, durata nepublicata)",,,valoarea procedurii din SICAP/OpenTender (7.796.442 RON) ignorata: de peste 20 de ori valoarea atribuita (probabil eroare de unitate),SICAP anunt nr. CAN1046539
CAN1046552,NU,SPITALUL MUNICIPAL DE URGENTA MOINESTI,DEMECO S.R.L.,225000,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),225000,SICAP/OpenTender (valori pe atribuire),225000,SICAP/OpenTender (valoare procedura),,,"„SERVICII DE COLECTARE, DE TRANSPORT ȘI DE ELIMINARE A DEȘEURILOR SPITALICEȘTI” 1",90524400,2020-12-13,24,2022-12-13,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2021-08-03 (CAN1060264), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1046552
CAN1047603,NU,SPITALUL JUDETEAN DE URGENTA SLATINA,STERICYCLE ROMANIA S.R.L.,221200,valoare maxima a acordului-cadru (SICAP/OpenTender (valoare procedura)),221200,SICAP/OpenTender (valori pe atribuire),221200,SICAP/OpenTender (valoare procedura),,DA,"Atribuire acord cadru cu o durata de 12 luni - servicii de colectare, transport si eliminare finala deseuri medicale",90524400,2020-12-24,24,2022-12-24,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2020-12-30 (CAN1048090), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1047603
CAN1047891,NU,Spitalul Clinic Colentina,Eco Burn S.R.L.,225700,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),225700,SICAP/OpenTender (valori pe atribuire),225700,SICAP/OpenTender (valoare procedura),,,"Servicii colectare, transport si eliminare finala deseuri medicale periculoase si deseuri chimice periculoase chimice",90524400,2020-12-29,24,2022-12-29,"ESTIMAT (24 luni, durata nepublicata)",,,,SICAP anunt nr. CAN1047891
CAN1048090,NU,SPITALUL JUDETEAN DE URGENTA SLATINA,STERICYCLE ROMANIA S.R.L.,46215,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),46215,SICAP/OpenTender (valori pe atribuire),46215,SICAP/OpenTender (valoare procedura),,,"Colectare, transport si eliminare deseuri medicale",90524400,2020-12-30,24,2022-12-30,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2021-01-05 (28488-2021), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1048090
74207-2021,DA,Spitalul Clinic de Boli Infecțioase și Pneumoftiziologie „Dr. Victor Babeș” Timişoara,Pro Air Clean Ecologic,1878600,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),135000,TED F03 (II.1.7 valoarea totala a achizitiei),1878600,TED F02 (valoare estimata totala),,DA,"Servicii de colectare, transport și neutralizare/eliminare a deșeurilor medicale periculoase/infecțioase prin incinerare – acord-cadru",90524400,2020-12-31,48,2024-12-31,TED F02 (durata publicata),,,data = prima incheiere de contract publicata in TED; aceeasi procedura publicata si sub: CN1025911,https://ted.europa.eu/en/notice/-/detail/74207-2021
CAN1048302,NU,SPITALUL CLINIC DE PNEUMOFTIZIOLOGIE CONSTANTA,ECO FIRE SISTEMS S.R.L.,37500,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),37500,SICAP/OpenTender (valori pe atribuire),37500,SICAP/OpenTender (valoare procedura),,,"Servicii privind colectarea, transportul si neutralizarea deseurilor rezultate din activitatea medicala",90524400,2021-01-04,24,2023-01-04,"ESTIMAT (24 luni, durata nepublicata)",,,,SICAP anunt nr. CAN1048302
CAN1048327,NU,Ministerul Apararii - U.M 02175 Constanta,ALMECO FURNITURE SRL,80412,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),80412,SICAP/OpenTender (valori pe atribuire),,,,,"Obiectul contractului servicii de colectare, transport şi neutralizare/eliminare a deşeurilor periculoase rezultate din activităţile medical",90524400,2021-01-04,24,2023-01-04,"ESTIMAT (24 luni, durata nepublicata)",,,valoarea procedurii din SICAP/OpenTender (8.041.160 RON) ignorata: de peste 20 de ori valoarea atribuita (probabil eroare de unitate); unitate militara cu profil de spital,SICAP anunt nr. CAN1048327
28488-2021,DA,SPITALUL JUDETEAN DE URGENTA SLATINA,Stericycle Romania S.R.L.,1060180,valoare atribuita (TED F03 (II.1.7 valoarea totala a achizitiei)),1060180,TED F03 (II.1.7 valoarea totala a achizitiei),1327200,TED F03 (valoare estimata totala),,,"Servicii de colectare, transport și eliminare finală deșeuri medicale",90524400,2021-01-05,24,2023-01-05,"ESTIMAT (24 luni, durata nepublicata)",,,data = prima incheiere de contract publicata in TED,https://ted.europa.eu/en/notice/-/detail/28488-2021
CAN1048456,NU,UNITATEA MILITARA 0521 BUCURESTI,Perfect Curier S.R.L.,59740,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),59740,SICAP/OpenTender (valori pe atribuire),59740,SICAP/OpenTender (valoare procedura),,,"Contract de prestari servicii de colectare, transport si eliminare a deseurilor medicale",90524000,2021-01-05,24,2023-01-05,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2021-06-17 (367996-2021), inainte de expirarea calculata => probabil inlocuit",unitate militara cu profil de spital,SICAP anunt nr. CAN1048456
CAN1049062,NU,Spitalul de Boli infectioase si Psihiatrie Baia Mare,AKSD ROMANIA SRL,222000,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),222000,SICAP/OpenTender (valori pe atribuire),222000,SICAP/OpenTender (valoare procedura),,,"Achiziţie de servicii de „Colectare, transport şi eliminare a deşeurilor spitaliceşti” - 6072 - S.C. AKSD România S.R.L. - 25.11.2020",90524400,2021-01-13,24,2023-01-13,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2021-01-22 (CAN1049682), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1049062
CAN1049682,NU,Spitalul de Boli infectioase si Psihiatrie Baia Mare,AKSD ROMANIA SRL,222000,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),222000,SICAP/OpenTender (valori pe atribuire),222000,SICAP/OpenTender (valoare procedura),,,"Achiziţie de servicii de „Colectare, transport şi eliminare a deşeurilor spitaliceşti” - 6611 - S.C. AKSD România S.R.L. - 17.12.2020",90524400,2021-01-22,24,2023-01-22,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2021-05-07 (CAN1055600), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1049682
SCN1081343,NU,SPITALUL JUDETEAN DE URGENTA VASLUI,S.C. DEMECO S.R.L. S.R.L.,365360,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),365360,SICAP/OpenTender (valori pe atribuire),365360,SICAP/OpenTender (valoare procedura),,,"Servicii de Colectare, Transport si Eliminare Deșeuri",90524400,2021-01-25,24,2023-01-25,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2021-08-09 (SCN1090751), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. SCN1081343
440206-2021,DA,"Institutul de Pneumoftiziologie ""Marius Nasta""",STERICYCLE ROMANIA S.R.L.,942480,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),563640,TED F03 (II.1.7 valoarea totala a achizitiei),942480,TED F02 (valoare estimata totala),,DA,"Acord cadru prestari servicii colectare, transport si eliminare deseuri spitalicesti",90524400,2021-02-01,24,2023-02-01,TED F02 (durata publicata),,"acelasi spital a atribuit un contract nou aceluiasi castigator la 2022-08-22 (492929-2022), inainte de expirarea calculata => probabil inlocuit",data = prima incheiere de contract publicata in TED; cea mai mare valoare totala publicata dintre 2 anunturi de atribuire (din anuntul 440206-2021; valorile pe anunturi pot fi partiale sau cumulative); aceeasi procedura publicata si sub: 560252-2022,https://ted.europa.eu/en/notice/-/detail/440206-2021
SCN1077581,NU,"Spitalul Clinic de Boli Infectioase ""Sf. Cuv. Parascheva"" Galati",ECO FIRE SISTEMS S.R.L.,,valoare nepublicata,,,,,,,"SERVICII DE COLECTARE, TRANSPORT SI ELIMINARE FINALA A DESEURILOR SPITALICESTI",90524400,2021-02-05,11.8,2022-01-30,"SICAP/OpenTender (durata publicata, zile)",,,,SICAP anunt nr. SCN1077581
SCN1081900,NU,SPITALUL MUNICIPAL CAREI,SC PRO AIR CLEAN ECOLOGIC SA,,valoare nepublicata,,,,,,DA,"Acord cadru de achiziție publică de servicii de colectare,de transport și eliminare a deșeurilor spitalicesti",90524400,2021-02-10,11.8,2022-02-04,"SICAP/OpenTender (durata publicata, zile)",,,,SICAP anunt nr. SCN1081900
CAN1050732,NU,SPITALUL JUDETEAN DE URGENTA TARGOVISTE,STERICYCLE ROMANIA S.R.L.,321750,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),321750,SICAP/OpenTender (valori pe atribuire),321750,SICAP/OpenTender (valoare procedura),,,"CONTRACT SERVICII DE COLECTARE, DE TRANSPORT ȘI DE ELIMINARE A DEȘEURILOR SPITALICEȘTI INCLUSIV FURNIZARE AMBALAJE DE COLECTARE",90524400,2021-02-11,24,2023-02-11,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2021-03-23 (CN1025447), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1050732
116154-2021,DA,Spitalul Universitar de Urgență Elias,Stericycle România S.R.L.,975036,valoare atribuita (TED F03 (II.1.7 valoarea totala a achizitiei)),975036,TED F03 (II.1.7 valoarea totala a achizitiei),1008720,TED F03 (valoare estimata totala),,,"Servicii de colectare, transport și eliminare finală a deșeurilor medicale periculoase",90524400,2021-02-16,24,2023-02-16,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2021-03-11 (CN1029086), inainte de expirarea calculata => probabil inlocuit",data = prima incheiere de contract publicata in TED,https://ted.europa.eu/en/notice/-/detail/116154-2021
239324-2021,DA,Spitalul Clinic de Boli Infecțioase Constanța,Eco Fire Sistems S.R.L.,1632000,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),1632000,TED F03 (II.1.7 valoarea totala a achizitiei),1632000,TED F02 (valoare estimata totala),,DA,"Servicii de colectare, transport si eliminare finala a deșeurilor spitalicești",90524400,2021-02-16,24,2023-02-16,TED F02 (durata publicata),,,data = prima incheiere de contract publicata in TED; aceeasi procedura publicata si sub: 553611-2020,https://ted.europa.eu/en/notice/-/detail/239324-2021
CAN1051145,NU,Spitalul Judetean de Urgenta Miercurea Ciuc,MX DRIVE AUTO SALES,71500,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),71500,SICAP/OpenTender (valori pe atribuire),71500,SICAP/OpenTender (valoare procedura),,,"Servicii de colectare, de transport și de eliminare a deșeurilor spitalicești",90524100,2021-02-22,24,2023-02-22,"ESTIMAT (24 luni, durata nepublicata)",,,,SICAP anunt nr. CAN1051145
CAN1051161,NU,"Spitalul Judetan de Urgenta ""Mavromati"" Botosani",DEMECO S.R.L.,8400,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),8400,SICAP/OpenTender (valori pe atribuire),8400,SICAP/OpenTender (valoare procedura),,,"Contract servicii de preluare,transport si eliminare finala a deseurilor rezultate din activitatea medicala",90524400,2021-02-23,24,2023-02-23,"ESTIMAT (24 luni, durata nepublicata)",,,,SICAP anunt nr. CAN1051161
112936-2021,DA,Spitalul Județean de Urgență Ploiești,Ekonational Distribution,2160000,valoare atribuita (TED F03 (II.1.7 valoarea totala a achizitiei)),2160000,TED F03 (II.1.7 valoarea totala a achizitiei),2160000,TED F03 (valoare estimata totala),,,Servicii de colectare și transport al deșeurilor spitalicești,90524400,2021-03-01,24,2023-03-01,"ESTIMAT (24 luni, durata nepublicata)",,,data = prima incheiere de contract publicata in TED,https://ted.europa.eu/en/notice/-/detail/112936-2021
CN1029086,NU,SPITALUL UNIVERSITAR DE URGENTA ELIAS,STERICYCLE ROMANIA S.R.L.,593280,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),593280,SICAP/OpenTender (valori pe atribuire),593280,SICAP/OpenTender (valoare procedura),,,"Servicii de colectare, transport si eliminare finala a deseurilor medicale periculoase si servicii de colectare, manipulare, transport si de",90524400,2021-03-11,23.7,2023-03-02,"SICAP/OpenTender (durata publicata, zile)",,"acelasi spital a atribuit un contract nou aceluiasi castigator la 2021-08-23 (438069-2021), inainte de expirarea calculata => probabil inlocuit",2 randuri SICAP cu valoare identica (posibil loturi egale sau acord cu mai multi castigatori); valoarea numarata o singura data,SICAP anunt nr. CN1029086
147277-2021,DA,Ministerul Apărării – UM 02175 Constanța,Eco Fire Sistems S.R.L.,1881450,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),327656,TED F03 (suma VAL_TOTAL pe contracte),1881450,TED F02 (valoare estimata totala),,DA,Achiziţionarea serviciilor de colectare din activitatea medicală conform caietului de sarcini,90524400,2021-03-16,12,2022-03-16,TED F02 (durata publicata),,,"valoarea procedurii din SICAP/OpenTender (32.765.570 RON) ignorata: de peste 20 de ori valoarea atribuita (probabil eroare de unitate); unitate militara cu profil de spital; data = prima incheiere de contract publicata in TED; cea mai mare valoare totala publicata dintre 5 anunturi de atribuire (din anuntul 174976-2022; valorile pe anunturi pot fi partiale sau cumulative); aceeasi procedura publicata si sub: 614430-2020, 189250-2021, 321062-2021, 354579-2021, 519887-2021, 8198-2022, 174976-2022, CN1026682",https://ted.europa.eu/en/notice/-/detail/147277-2021
151799-2021,DA,"Spitalul Clinic de Boli Infecțioase „Sf. Parascheva”, Iași",Stericycle România S.R.L.,2328252,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),330857,TED F03 (suma VAL_TOTAL pe contracte),2328252,TED F02 (valoare estimata totala),,DA,"Acord-cadru de prestari servicii de colectare, transport, tratare și eliminare deșeuri medicale periculoase în cadrul Spitalului Clinic de B",90524400,2021-03-22,24,2023-03-22,TED F02 (durata publicata),,,data = prima incheiere de contract publicata in TED; valoare atribuita din anuntul 659708-2022; aceeasi procedura publicata si sub: 659708-2022,https://ted.europa.eu/en/notice/-/detail/151799-2021
CN1025447,NU,SPITALUL JUDETEAN DE URGENTA TARGOVISTE,STERICYCLE ROMANIA S.R.L.,,valoare nepublicata,,,,,,DA,"ACORD CADRU PRESTARE SERVICII DE COLECTARE, DE TRANSPORT ȘI DE ELIMINARE A DEȘEURILOR SPITALICEȘTI INCLUSIV FURNIZARE AMBALAJE DE COLECTARE",90524400,2021-03-23,35.5,2024-03-08,"SICAP/OpenTender (durata publicata, zile)",,"acelasi spital a atribuit un contract nou aceluiasi castigator la 2021-04-14 (CAN1054041), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CN1025447
212264-2021,DA,Spitalul Județean de Urgență Deva,Ecologmed S.R.L. / Stericycle România S.R.L.,1440000,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),331200,TED F03 (suma VAL_TOTAL pe contracte),1440000,TED F02 (valoare estimata totala),,DA,"Acord-cadru de furnizare servicii de colectare, de transport și de eliminare a deșeurilor spitalicești",90524400,2021-04-06,24,2023-04-06,TED F02 (durata publicata),,,"data = prima incheiere de contract publicata in TED; valoare atribuita din anuntul 257438-2021; aceeasi procedura publicata si sub: 41806-2021, 257438-2021, CN1027899",https://ted.europa.eu/en/notice/-/detail/212264-2021
CAN1053618,NU,SPITALUL MUNICIPAL MEDIAS,AKSD ROMANIA SRL,28803,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),28803,SICAP/OpenTender (valori pe atribuire),,,,,"Contract prestari servicii de colectare, manipulare, transport si eliminare finala a deseurilor spitalicesti cu asigurare de recipienti pent",90524400,2021-04-07,24,2023-04-07,"ESTIMAT (24 luni, durata nepublicata)",,,valoarea procedurii din SICAP/OpenTender (2.880.276 RON) ignorata: de peste 20 de ori valoarea atribuita (probabil eroare de unitate),SICAP anunt nr. CAN1053618
CAN1053922,NU,SPITALUL JUDETEAN TG-JIU,STERICYCLE ROMANIA S.R.L.,100000,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),100000,SICAP/OpenTender (valori pe atribuire),100000,SICAP/OpenTender (valoare procedura),,,"Servicii de colectare, transport si eliminare finala deseuri spitalicesti",90524000,2021-04-13,24,2023-04-13,"ESTIMAT (24 luni, durata nepublicata)",,,,SICAP anunt nr. CAN1053922
CAN1054041,NU,SPITALUL JUDETEAN DE URGENTA TARGOVISTE,STERICYCLE ROMANIA S.R.L.,214500,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),214500,SICAP/OpenTender (valori pe atribuire),214500,SICAP/OpenTender (valoare procedura),,,"CONTRACT SERVICII DE COLECTARE, DE TRANSPORT ȘI DE ELIMINARE A DEȘEURILOR SPITALICEȘTI INCLUSIV FURNIZARE AMBALAJE DE COLECTARE.",90524400,2021-04-14,24,2023-04-14,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2021-06-09 (337560-2021), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1054041
CN1026797,NU,"SPITALUL JUDETEAN DE URGENTA ""SF. PANTELIMON"" FOCSANI",ECO FIRE SISTEMS S.R.L.,,valoare nepublicata,,,,,,,"Servicii de Colectare , Transport si Eliminare Deseuri Spitalicesti",90524400,2021-04-18,47.3,2025-03-28,"SICAP/OpenTender (durata publicata, zile)",,,,SICAP anunt nr. CN1026797
251543-2021,DA,Spitalul Județean Târgu-Jiu,Stericycle România S.R.L.,2692800,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),2349600,TED F03 (II.1.7 valoarea totala a achizitiei),2692800,TED F02 (valoare estimata totala),,DA,"Servicii de colectare, transport și eliminare finală a deșeurilor spitalicești",90524000,2021-04-22,48,2025-04-22,TED F02 (durata publicata),,,data = prima incheiere de contract publicata in TED; cea mai mare valoare totala publicata dintre 2 anunturi de atribuire (din anuntul 251543-2021; valorile pe anunturi pot fi partiale sau cumulative); aceeasi procedura publicata si sub: 530798-2021,https://ted.europa.eu/en/notice/-/detail/251543-2021
258164-2021,DA,Administrația Spitalelor și Serviciilor Medicale București,Best TDM Network,1751040,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),1400832,TED F03 (II.1.7 valoarea totala a achizitiei),1751040,TED F02 (valoare estimata totala),,DA,"Servicii de colectare, transport, procesare și eliminare finală a deșeurilor medicale",90524400,2021-04-27,24,2023-04-27,TED F02 (durata publicata),,,"data = prima incheiere de contract publicata in TED; cea mai mare valoare totala publicata dintre 6 anunturi de atribuire (din anuntul 258164-2021; valorile pe anunturi pot fi partiale sau cumulative); aceeasi procedura publicata si sub: 82519-2021, 271824-2021, 315431-2021, 41390-2022, 312646-2022, 284292-2023",https://ted.europa.eu/en/notice/-/detail/258164-2021
285429-2021,DA,Spitalul Județean Giurgiu,Stericycle România S.R.L.,1260000,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),1224000,TED F03 (II.1.7 valoarea totala a achizitiei),1260000,TED F02 (valoare estimata totala),,DA,"Servicii de colectare, de transport și de eliminare a deșeurilor spitalicești",90524400,2021-04-30,24,2023-04-30,TED F02 (durata publicata),,,data = prima incheiere de contract publicata in TED; aceeasi procedura publicata si sub: CN1029341,https://ted.europa.eu/en/notice/-/detail/285429-2021
233871-2021,DA,Spitalul Județean de Urgență Vâlcea,Stericycle Romania S.R.L.,2089044,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),2060230,TED F03 (II.1.7 valoarea totala a achizitiei),2089044,TED F02 (valoare estimata totala),,DA,"Servicii de colectare, manipulare, transport şi eliminare a deşeurilor spitaliceşti",90524400,2021-05-04,24,2023-05-04,TED F02 (durata publicata),,contract publicat dupa data expirarii calculate (2023-08-11); durata este probabil subestimata,"data = prima incheiere de contract publicata in TED; cea mai mare valoare totala publicata dintre 6 anunturi de atribuire (din anuntul 233871-2021; valorile pe anunturi pot fi partiale sau cumulative); aceeasi procedura publicata si sub: 413827-2021, 595441-2021, 236989-2022, 435341-2022, 714974-2023",https://ted.europa.eu/en/notice/-/detail/233871-2021
CAN1055600,NU,Spitalul de Boli infectioase si Psihiatrie Baia Mare,AKSD ROMANIA SRL,74000,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),74000,SICAP/OpenTender (valori pe atribuire),74000,SICAP/OpenTender (valoare procedura),,,"Achiziţie de servicii de „Colectare, transport şi eliminare a deşeurilor spitaliceşti” - 1984 - S.C. AKSD România S.R.L. - 23.03.2021",90524400,2021-05-07,24,2023-05-07,"ESTIMAT (24 luni, durata nepublicata)",,"durata estimata; acelasi spital a atribuit un contract nou aceluiasi castigator la 2021-08-24 (CAN1061521), inainte de expirarea calculata => probabil inlocuit",,SICAP anunt nr. CAN1055600
SCN1082487,NU,"SPITALUL MUNICIPAL ""SFINTII DOCTORI COSMA SI DAMIAN"" RADAUTI",DEMECO S.R.L.,618224,valoare atribuita (SICAP/OpenTender (valori pe atribuire)),618224,SICAP/OpenTender (valori pe atribuire),,,,,ACHIZITIE SERVICII ELIMINARE DESEURI SPITALICESTI,90524400,2021-05-08,35.5,2024-04-23,"SICAP/OpenTender (durata publicata, zile)",,,valoarea procedurii din SICAP/OpenTender (61.822.403 RON) ignorata: de peste 20 de ori valoarea atribuita (probabil eroare de unitate); inregistrarea SICAP contine un rand total si randuri pe loturi; totalul o singura data,SICAP anunt nr. SCN1082487
285574-2021,DA,Spitalul Județean de Urgență Slatina,Xtreme Ecoenergy Group S.R.L.,3792000,valoare maxima a acordului-cadru (TED F02 (valoare estimata totala)),3600000,TED F03 (II.1.7 valoarea totala a achizitiei),3792000,TED F02 (valoare estimata totala),,DA,"Servicii de colectare, transport și eliminare finală a deșeurilor spitalicești rezultate din activitatea medicală în perioada pandemiei de C",90524400,2021-05-31,24,2023-05-31,TED F02 (durata publicata),,,"data = prima incheiere de contract publicata in TED; cea mai mare valoare totala publicata dintre 6 anunturi de atribuire (din anuntul 285574-2021; valorile pe anunturi pot fi partiale sau cumulative); aceeasi procedura publicata si sub: 293858-2021, 69425-2022, 622301-2022, 42554-2023, 353221-2023",https://ted.europa.eu/en/notice/-/detail/285574-2021
